제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
643101133,2016-01-01,급여,137,,내복,비스칸엔산(바실루스리케니포르미스균)_(75g/300g),300(1),g/통,(주)바이넥스,237,113232APD,일반의약품,,,,,,2015-12-09,,,,200607745,1,,,,,643101130,,A07FA01,lactic acid producing organisms,bacillus licheniformis 75g(0.25g/g)
643101134,2018-03-01,삭제,,,내복,비스칸엔산(바실루스리케니포르미스균)_(0.25g/1g),1,g/포,(주)바이넥스,237,113230APD,일반의약품,,,,,,2018-02-23,,,,,1,,,,,643101134,,,,
643101140,2011-09-01,삭제,,0,내복,비스칸정(바실루스폴리퍼멘티쿠스엔.에스피균),1,정,(주)바이넥스,237,113304ATB,일반의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A04850711,,,,
643101170,2012-03-01,삭제,,0,내복,비올라정(클로닉신리지네이트)(수출명:뉴비올라정스티로스정),1,정,(주)바이넥스,114,136601ATB,일반의약품,,의약품동등,,,,2011-11-30,,,,,1,,,,,A04801741,,,,
643101210,2012-03-01,삭제,,0,내복,빅킬캅셀(염산비퀴딜),1,캡슐,(주)바이넥스,219,248401ACH,전문의약품,,의약품동등,,,,2011-11-30,,,,,1,,,,,A04850031,,,,
643101240,2021-11-08,급여,330,0,내복,셀렉틴캡슐(플루옥세틴염산염)_(22.4mg/1캡슐),1,캡슐,(주)바이넥스,117,161502ACH,전문의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04803311,,N06AB03,fluoxetine,fluoxetine hydrochloride (as fluoxetine 20mg)
643101250,2021-11-08,급여,172,0,내복,셀렉틴캡슐10밀리그램(플루옥세틴염산염)_(11.2mg/1캡슐),1,캡슐,(주)바이넥스,117,161501ACH,전문의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04803491,,N06AB03,fluoxetine,fluoxetine hydrochloride (as fluoxetine 10mg)
643101290,2022-11-01,삭제,,,내복,수루메틴정(시메티딘)_(0.2g/1정),1,정,(주)바이넥스,232,133301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2022-10-25,,,,,1,,,,,643101290,,,,cimetidine 0.2g
643101310,2015-08-01,삭제,,,외용,스칸지크림,1,g,(주)바이넥스,269,346400CCM,전문의약품,,,,,,2015-01-21,,,,,1,,,,,643101310,,,,
643101360,2021-11-08,급여,185,0,내복,아모린정(글리메피리드)_(2mg/1정),1,정,(주)바이넥스,396,165702ATB,전문의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04803301,,A10BB12,glimepiride,glimepiride 2mg
643101410,2016-08-01,삭제,,,내복,아코빈50mg정(아스코르빈산),1,정,(주)바이넥스,314,110405ATB,일반의약품,원가보전,의약품동등,,,,2016-01-29,,,,,1,,,,,643101410,,,,ascorbic acid 50mg
643101420,2016-10-01,삭제,,,외용,아티펜점안액(푸마르산케토티펜)(수출명:뉴아티펜점안액),1,ml,바이넥스,131,180103COS,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643101420,643101421,,,
643101421,2018-10-06,삭제,,,외용,아티펜점안액(푸마르산케토티펜)_(3.45mg/5mL),5,mL/병,(주)바이넥스,131,180137COS,일반의약품,,,,,,2018-09-20,,,,,5,,,,,643101421,,,,ketotifen fumarate (as ketotifen 2.5mg(0.5mg/mL))
643101423,2017-02-01,급여,3882,,외용,아티펜점안액(푸마르산케토티펜)_(4.14mg/6mL),6,mL/병,(주)바이넥스,131,180138COS,일반의약품,,,,,,2017-01-20,,,,200300450,6,,,,,643101420,,S01GX08,ketotifen,ketotifen fumarate (as ketotifen 3mg(0.5mg/mL))
643101460,2016-10-01,삭제,,,내복,암부테롤시럽,1,ml,(주)바이넥스,222,264700ASY,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101460,643101461,,,
643101461,2016-12-01,삭제,,,내복,"암부테롤시럽_(0.15g,0.1mg/100mL)",100(1),mL/병,(주)바이넥스,222,531800ASY,전문의약품,,,,,,2016-11-25,,,,,1,,,,,643101461,,,,
643101462,2018-03-01,삭제,,,내복,암부테롤시럽_(1000mL),1000(1),mL/병,(주)바이넥스,222,532100ASY,전문의약품,,,,,,2018-02-23,,,,,1,,,,,643101462,,,,ambroxol hydrochloride 1.5g(1.5mg/mL)
643101520,2014-08-01,삭제,,0,내복,엘카론액10ml(엘-카르니틴),1,병,(주)바이넥스,219,124501ALQ,일반의약품,,,,,,2014-01-23,,,,,1,,,,,643101520,,,,
643101550,2016-10-01,삭제,,,외용,오라펜겔(케토프로펜),1,g,(주)바이넥스,264,179702CCM,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643101550,643101551,,,
643101551,2018-03-01,삭제,,,외용,오라펜겔(케토프로펜)_(0.9g/30g),30,g/개,(주)바이넥스,264,179735CCM,일반의약품,,,,,,2018-02-23,,,,,30,,,,,643101551,,,,ketoprofen 0.9g(30mg/g)
643101570,2016-10-01,삭제,,,외용,오트라점안액(오플록사신),1,ml,바이넥스,131,203903COS,전문의약품,,생동(사후통보),대체조제가능,,,2015-12-09,,,,,1,,,,,643101570,643101571,,,
643101571,2018-03-01,삭제,,,외용,오트라점안액(오플록사신)_(15mg/5mL),5,mL/병,(주)바이넥스,131,203936COS,전문의약품,,생동(사후통보),대체조제가능,,,2018-02-23,,,,,5,,,,,643101571,,,,ofloxacin 15mg(3mg/mL)
643101572,2016-12-01,삭제,,,외용,오트라점안액(오플록사신)_(30mg/10mL),10,mL/병,(주)바이넥스,131,203939COS,전문의약품,,생동(사후통보),대체조제가능,,,2016-11-25,,,,,10,,,,,643101572,,,,
643101574,2016-01-01,급여,3132,0,외용,오트라점안액(오플록사신)_(18mg/6mL),6,mL/병,(주)바이넥스,131,203937COS,전문의약품,,생동(사후통보),대체조제가능,,,2015-12-09,,,,199400539,6,,,,,643101570,,S01AE01,ofloxacin,ofloxacin 18mg(3mg/mL)
643101600,2017-02-01,급여,615,,내복,유로콘정(프로피베린염산염)_(20mg/1정),1,정,(주)바이넥스,259,219702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803241,,G04BD06,propiverine,propiverine hydrochloride 20mg
643101640,2015-08-01,삭제,,,외용,이소겐질정(질산이소코나졸),1,정,(주)바이넥스,255,177901CTB,전문의약품,,,,,,2015-01-21,,,,,1,,,,,643101640,,,,
643101650,2017-02-01,급여,196,,내복,이알디캡슐(에르도스테인)_(0.3g/1캡슐),1,캡슐,(주)바이넥스,222,153101ACH,일반의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803131,,R05CB15,erdosteine,erdosteine 0.3g
643101670,2014-08-01,삭제,,0,내복,코데씨정,1,정,(주)바이넥스,222,268000ATB,전문의약품,,,,,한외마약,2014-01-23,,,,,1,,,,,643101670,,,,chlorpheniramine maleate 1.5mg
643101690,2011-09-01,삭제,,0,내복,크리오캅셀(운지다당체),1,캡슐,(주)바이넥스,391,111901ACH,일반의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A04802591,,,,
643101700,2016-10-01,삭제,,,외용,클낙점안액(디클로페낙나트륨),1,ml,(주)바이넥스,131,143505COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101700,643101701,,,
643101701,2018-10-06,삭제,,,외용,클낙점안액(디클로페낙나트륨)_(5mg/5mL),5,mL/병,(주)바이넥스,131,143532COS,전문의약품,,,,,,2018-09-20,,,,,5,,,,,643101701,,,,diclofenac sodium 5mg(1mg/mL)
643101704,2022-04-01,삭제,,,외용,클낙점안액(디클로페낙나트륨)_(6mg/6mL),6,mL/병,(주)바이넥스,131,143533COS,전문의약품,,,,,,2021-09-27,,,,,6,,,,,643101704,,,,diclofenac sodium 6mg(1mg/mL)
643101710,2016-10-01,삭제,,,외용,클라우딘점안액,1,ml,(주)바이넥스,131,333000COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101710,643101711,,,
643101711,2016-12-01,삭제,,,외용,"클라우딘점안액_(15mg,15mg/5mL)",5,mL/병,(주)바이넥스,131,539100COS,전문의약품,,,,,,2016-11-25,,,,,5,,,,,643101711,,,,
643101712,2018-10-06,삭제,,,외용,클라우딘점안액_(10mL),10,mL/병,(주)바이넥스,131,539200COS,전문의약품,,,,,,2018-09-20,,,,,10,,,,,643101712,,,,potassium iodide 30mg(3mg/mL)
643101730,2015-08-01,삭제,,,외용,클리어에프점안액(수출명:클로덱스점안액바이넥스클리어에프점안액),1,ml,(주)바이넥스,131,333400COS,전문의약품,,,,,,2015-01-21,,,,,1,,,,,643101730,,,,
643101760,2016-10-01,삭제,,,외용,토브리치점안액,1,ml,(주)바이넥스,131,331500COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101760,643101761,,,
643101761,2018-10-06,삭제,,,외용,토브리치점안액_(5mL),5,mL/병,(주)바이넥스,131,538100COS,전문의약품,,,,,,2018-09-20,,,,,5,,,,,643101761,,,,dexamethasone 5mg(1mg/mL)
643101765,2016-12-01,삭제,,,외용,"토브리치점안액_(6mg,18mg/6mL)",6,mL/병,(주)바이넥스,131,538200COS,전문의약품,,,,,,2016-11-25,,,,,6,,,,,643101765,,,,dexamethasone 6mg(1mg/mL)
643101770,2016-07-01,삭제,,,내복,토실린정(토실산설타미실린),1,정,(주)바이넥스,618,233701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2016-06-23,,,,,1,,,,,643101770,,,,
643101780,2016-10-01,삭제,,,외용,토아이신점안액(토브라마이신)(수출명:바이토신점안액),1,ml,(주)바이넥스,612,240801COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101780,643101781,,,
643101781,2018-03-01,삭제,,,외용,토아이신점안액(토브라마이신)_(15mg/5mL),5,mL/병,(주)바이넥스,612,240833COS,전문의약품,,,,,,2018-02-23,,,,,5,,,,,643101781,,,,tobramycin 15mg(3mg/mL)
643101782,2016-12-01,삭제,,,외용,토아이신점안액(토브라마이신)(수출명:바이토신점안액)_(21mg/7mL),7,mL/병,(주)바이넥스,612,240835COS,전문의약품,,,,,,2016-11-25,,,,,7,,,,,643101782,,,,
643101787,2020-01-01,급여,2551,,외용,토아이신점안액(토브라마이신)_(18mg/6mL),6,mL/병,(주)바이넥스,612,240834COS,전문의약품,,,,,,2019-12-20,,,,200100626,6,,,,,643101780,,S01AA12,tobramycin,tobramycin 18mg(3mg/mL)
643101790,2011-07-01,삭제,,0,내복,토파씬정(토피라메이트),1,정,(주)바이넥스,113,241801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-06-29,,,,,1,,,,,A04803401,,,,topiramate 0.1g
643101810,2015-03-01,삭제,,,내복,토파씬정50밀리그람(토피라메이트),1,정,(주)바이넥스,113,241804ATB,전문의약품,,생동(사후통보),대체조제가능,,,2014-08-21,,,,,1,,,,,643101810,,,,topiramate 50mg
643101850,2013-10-01,삭제,,,내복,판개롱정,1,정,바이넥스,233,276100ATB,일반의약품,,,,,,2013-09-30,,,,,1,,,,,643101850,,,,
643101860,2015-07-21,삭제,,0,내복,판개스트정,1,정,바이넥스,233,273500ATB,일반의약품,,,,,,,,,,,1,,,,,A04801841,,,,
643101920,2016-10-01,삭제,,,외용,풀아이론점안액0.1%(플루오로메토론)(수출명:바이넥스풀아이론점안액0.1%),1,ml,(주)바이넥스,131,161201COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101920,643101921,,,
643101921,2018-03-01,삭제,,,외용,풀아이론점안액0.1%(플루오로메톨론)_(5mg/5mL),5,mL/병,(주)바이넥스,131,161237COS,전문의약품,,,,,,2018-02-23,,,,,5,,,,,643101921,,,,fluorometholone 5mg(1mg/mL)
643101922,2018-03-01,삭제,,,외용,풀아이론점안액0.1%(플루오로메톨론)_(10mg/10mL),10,mL/병,(주)바이넥스,131,161239COS,전문의약품,,,,,,2018-02-23,,,,,10,,,,,643101922,,,,
643101924,2017-02-01,급여,2010,,외용,풀아이론점안액0.1%(플루오로메톨론)_(6mg/6mL),6,mL/병,(주)바이넥스,131,161238COS,전문의약품,,,,,,2017-01-20,,,,200100630,6,,,,,643101920,,S01BA07,fluorometholone,fluorometholone 6mg(1mg/mL)
643101930,2016-10-01,삭제,,,외용,프레솔연고(길초산초산프레드니솔론),1,g,바이넥스,264,217501COM,일반의약품,,,,,,2015-12-09,,,,,1,,,,,643101930,643101931,,,
643101931,2016-12-01,삭제,,,외용,프레솔연고(길초산초산프레드니솔론)_(30mg/10g),10,g/개,(주)바이넥스,264,217531COM,일반의약품,,,,,,2016-11-25,,,,,10,,,,,643101931,,,,
643101932,2016-12-01,삭제,,,외용,프레솔연고(길초산초산프레드니솔론)_(1.35g/450g),450,g/통,(주)바이넥스,264,217536COM,일반의약품,,,,,,2016-11-25,,,,,450,,,,,643101932,,,,
643101933,2018-03-01,삭제,,,외용,프레솔연고(프레드니솔론발레로아세테이트)_(45mg/15g),15,g/개,(주)바이넥스,264,217532COM,일반의약품,,,,,,2018-02-23,,,,,15,,,,,643101933,,,,
643101950,2019-12-16,급여,140,0,내복,프로틴정(니자티딘)_(75mg/1정),1,정,(주)바이넥스,232,202704ATB,일반의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04851351,,A02BA04,nizatidine,nizatidine 75mg
643101960,2016-10-01,삭제,,,외용,하일렌점안액(히알우론산나트륨),1,ml,(주)바이넥스,131,229205COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643101960,643101961,,,
643101961,2018-03-01,삭제,,,외용,하일렌점안액(히알루론산나트륨)_(5mg/5mL),5,mL/병,(주)바이넥스,131,530020COS,전문의약품,,,,,,2018-02-23,,,,,5,,,,,643101961,,,,sodium hyaluronate 5mg(1mg/mL)
643101962,2017-02-01,급여,4440,,외용,하일렌점안액(히알루론산나트륨)_(10mg/10mL),10,mL/병,(주)바이넥스,131,530029COS,전문의약품,,,,,,2017-01-20,,,,200200501,10,,,,,643101960,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 10mg(1mg/mL)
643101964,2017-02-01,급여,2664,,외용,하일렌점안액(히알루론산나트륨)_(6mg/6mL),6,mL/병,(주)바이넥스,131,530021COS,전문의약품,,,,,,2017-01-20,,,,200200501,6,,,,,643101960,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 6mg(1mg/mL)
643102000,2022-04-01,삭제,,0,내복,카딜정1밀리그램(독사조신메실산염)_(1.213mg/1정),1,정,(주)바이넥스,214,149101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-09-27,,,,,1,,,,,643102000,,,,
643102020,2016-10-01,삭제,,,외용,인푸라크림(모메타손푸로에이트),1,g,바이넥스,264,361302CCM,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643102020,643102023,,,
643102021,2016-01-01,급여,2895,,외용,인푸라크림(모메타손푸로에이트)_(15mg/15g),15,g/개,(주)바이넥스,264,361333CCM,전문의약품,,,,,,2015-12-09,,,,200300447,15,,,,,643102020,,D07AC13,mometasone,mometasone furoate 15mg(1mg/g)
643102022,2018-03-01,삭제,,,외용,인푸라크림(모메타손푸로에이트)_(0.45g/450g),450,g/통,(주)바이넥스,264,361346CCM,전문의약품,,,,,,2018-02-23,,,,,450,,,,,643102022,,,,
643102023,2018-03-01,삭제,,,외용,인푸라크림(모메타손푸로에이트)_(10mg/10g),10,g/개,(주)바이넥스,264,361332CCM,전문의약품,,,,,,2018-02-23,,,,,10,,,,,643102023,,,,mometasone furoate 10mg(1mg/g)
643102024,2020-11-01,삭제,,,외용,인푸라크림(모메타손푸로에이트)_(30mg/30g),30,g/개,(주)바이넥스,264,361338CCM,전문의약품,,,,,,2020-10-23,,,,,30,,,,,643102024,,,,mometasone furoate 30mg(1mg/g)
643102060,2015-08-01,삭제,,,내복,코나잘캡슐,1,캡슐,(주)바이넥스,141,259900ACH,전문의약품,,,,,,2015-01-21,,,,,1,,,,,643102060,,,,
643102080,2023-07-01,삭제,,,내복,카셀틴정(아세틸-L-카르니틴염산염)_(0.59g/1정),1,정,(주)바이넥스,219,101601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-06-27,,,,,1,,,,,643102080,,,,
643102090,2014-07-01,삭제,,0,내복,코데씨시럽,1,ml,(주)바이넥스,222,267700ASY,전문의약품,,,,,한외마약,2013-12-18,,,,,1,,,,,643102090,,,,
643102100,2017-02-01,급여,270,,내복,캄록스캡슐(멜록시캄)_(7.5mg/1캡슐),1,캡슐,(주)바이넥스,114,189701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,A04803181,,M01AC06,meloxicam,meloxicam 7.5mg
643102120,2024-07-01,급여,193,,내복,카딜정2밀리그램(독사조신메실산염)_(2.43mg/1정),1,정,(주)바이넥스,214,149102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-05-27,,,,,1,,,,,A04803021,,C02CA04,doxazosin,doxazosin mesylate (as doxazocin 2mg)
643102130,2011-11-01,삭제,,0,외용,지나트론연고,1,g,(주)바이넥스,265,342800COM,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A04801581,,,,
643102140,2015-05-01,삭제,,,외용,젤라노점안액(라타노프로스트),1,ml,(주)바이넥스,131,181501COS,전문의약품,,생동(사후통보),대체조제가능,,,2015-04-21,,,,,1,,,,,643102140,,,,
643102230,2010-11-01,삭제,,0,내복,바이넥스로라타딘정(로라타딘),1,정,(주)바이넥스,141,185401ATB,전문의약품,,,,,,2010-10-27,,,,,1,,,,,A04851581,,,,loratadine 10mg
643102300,2011-11-01,삭제,,0,내복,글리포민500/5밀리그램정,1,정,(주)바이넥스,396,443500ATB,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A04854881,,,,glibenclamide 5mg
643102310,2012-03-01,삭제,,0,내복,바이나제정(프로나제비),1,정,(주)바이넥스,395,219301ATE,일반의약품,,,,,,2011-11-30,,,,,1,,,,,A04854911,,,,
643102320,2011-11-01,삭제,,0,내복,글리포민정500/2.5밀리그램,1,정,(주)바이넥스,396,443400ATB,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A04854891,,,,glibenclamide 2.5mg
643102330,2023-09-05,급여,107,,내복,아세트람세미정_(1정),1,정,(주)바이넥스,114,480600ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,A04855071,,N02AJ13,tramadol and paracetamol,acetaminophen 0.1625g
643102340,2011-11-01,삭제,,0,내복,아세트람정,1,정,(주)바이넥스,114,513000ATB,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A04855081,,,,acetaminophen 0.325g
643102350,2016-10-01,삭제,,,내복,테오크라건조시럽20%,1,g,(주)바이넥스,222,237003ASY,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643102350,643102351,,,
643102351,2018-03-01,삭제,,,내복,"테오크라 건조시럽 20%_(테오필린, 40g/200g)",200(1),g/병,(주)바이넥스,222,237031ASY,전문의약품,,,,,,2018-02-23,,,,,1,,,,,643102351,,,,theophylline 40g(0.2g/g)
643102380,2024-03-01,급여,105,,내복,바이틸린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)바이넥스,232,430101ATB,전문의약품,,,,,,2024-01-26,,,2015-07-25,,1,,,,,A04855281,,A02X,OTHER DRUGS FOR ACID RELATED DISORDERS,artemisiae argyi folium 95% ethanol ext.(20→1) 60mg
643102390,2011-05-01,삭제,,0,내복,바이프릴정15/25mg,1,정,(주)바이넥스,214,440800ATB,전문의약품,,,,,,2011-04-25,,,,,1,,,,,A04855131,,,,
643102400,2014-06-01,삭제,,0,내복,바이프릴정7.5/12.5mg,1,정,(주)바이넥스,214,497900ATB,전문의약품,,,,,,2013-11-27,,,,,1,,,,,643102400,,,,
643102410,2016-10-01,삭제,,,주사,바이넥스세프타지딤주,1,g/병,(주)바이넥스,618,128301BIJ,전문의약품,,,,,,2015-12-09,,,,,1,,,,,643102410,643102412,,,ceftazidime hydrate 1g
643102412,2018-06-01,삭제,,,주사,"바이넥스세프타지딤주_(세프타지딤수화물, 1g/1병)",1,병,(주)바이넥스,618,128301BIJ,전문의약품,,,,,,2018-05-28,,,,,1,,,,,643102412,,,,ceftazidime hydrate 1g
643102420,2018-10-06,삭제,,,내복,암로엠정(구.노바틴-엠정)(암로디핀메실산염일수화물)_(6.4mg/1정),1,정,(주)바이넥스,214,470801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-09-20,,,,,1,,,,,643102420,,,,amlodipine mesylate monohydrate (as amlodipine 5mg)
643102430,2020-04-29,급여,635,0,내복,발사르텔플러스정160/12.5밀리그램_(1정),1,정,(주)바이넥스,214,442600ATB,전문의약품,,생동(사후통보),대체조제가능,,,,,,,,1,,,,,A04855151,,C09DA03,valsartan and diuretics,hydrochlorothiazide 12.5mg
643102440,2022-10-01,삭제,,0,내복,발사르텔플러스정80/12.5밀리그램_(1정),1,정,(주)바이넥스,214,356400ATB,전문의약품,,,,,,2022-03-24,,,,,1,,,,,643102440,053301090,,,hydrochlorothiazide 12.5mg
643102450,2011-11-01,삭제,,0,내복,바이잘액(염산레보세티리진),1,ml,(주)바이넥스,141,463602ALQ,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A04855101,,,,
643102460,2011-05-01,삭제,,0,외용,프레지민연고(아세폰산메칠프레드니솔론),1,g,(주)바이넥스,264,193401COM,전문의약품,,생동(사후통보),대체조제가능,,,2011-04-25,,,,,1,,,,,A04855041,,,,
